"","X","X.1","Film","Rating","Actor.Group1","Actor.Group2","Actor.Group3","Actor.Group4","Director","Producer","Writer"
"556",556,556,2066852,6.7,0,0.0143884892086331,0.97841726618705,0.00719424460431655,7.14444446563721,6.72365832890658,6.97416663567225
"557",557,557,2066910,6.2,0,0.0232558139534884,0.976744186046512,0,6.23333326975505,6.52812533835616,6.42500007152557
"558",558,558,2066970,5.4,0,0.117647058823529,0.882352941176471,0,5.65000009536743,6.05500003099442,5.65000001589457
"559",559,559,2067221,7.2,0,0,1,0,7.19999980926514,7.14999985694885,7.19999980926514
"560",560,560,2067292,6.5,0,0,1,0,7.11333335240682,6.5427828781943,7.00750004053116
"561",561,561,2067375,5.5,0,0.0357142857142857,0.964285714285714,0,5.5,5.5174999833107,5.5
"562",562,562,2067449,8.2,0,0,0.0909090909090909,0.909090909090909,8.19999980926514,8.19999980926514,8.19999980926514
"563",563,563,2067485,8.4,0,0,0.0769230769230769,0.923076923076923,8.39999961853027,8.39999961853027,8.39999961853027
"564",564,564,2067500,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"565",565,565,2067507,2,0.56,0.32,0.12,0,2,2.93999997138977,2
"566",566,566,2067514,5.8,0,0.0731707317073171,0.926829268292683,0,5.80000019073486,6.11047039621256,5.94545455412431
"567",567,567,2067550,5.7,0,0.357142857142857,0.642857142857143,0,5.69999980926514,5.69999980926514,5.69999980926514
"568",568,568,2067572,5.1,0,0.1,0.9,0,5.79999995231628,5.12190389954392,4.96249995032946
"569",569,569,2067677,4.4,0,0.75,0.25,0,4.40000009536743,4.6706250756979,4.40000009536743
"570",570,570,2067689,6.3,0,0.0645161290322581,0.935483870967742,0,7.45714276177543,6.49374127404673,6.54497354749649
"571",571,571,2067747,5.4,0,0,1,0,5.2,6.02397480644098,6.53333332803514
"572",572,572,2067793,6.4,0,0,1,0,7.83000001907349,6.54942308572622,6.30632936916654
"573",573,573,2067951,7,0,0.0333333333333333,0.966666666666667,0,6.40000009536743,7.06576533731149,6.875
"574",574,574,2067985,3.1,0,1,0,0,3.09999990463257,3.09999990463257,3.09999990463257
"575",575,575,2068221,5.7,0,0.032258064516129,0.967741935483871,0,5.79999987284342,5.79222825787443,5.85714278902326
"576",576,576,2068264,4.5,0,0.736842105263158,0.263157894736842,0,4.84999990463257,4.51904760088239,4.58749997615814
"577",577,577,2068311,3.8,0,0.785714285714286,0.214285714285714,0,3.79999995231628,3.77727269042622,3.79999995231628
"578",578,578,2068602,6.3,0,0.0740740740740741,0.925925925925926,0,6.30000019073486,6.30000019073486,6.30000019073486
"579",579,579,2068714,3.7,0,0.646153846153846,0.353846153846154,0,3.20000004768372,4.02592595639052,3.70000004768372
"580",580,580,2068785,5.9,0,0.0571428571428571,0.942857142857143,0,3.96666669845581,5.46388896085598,3.96666669845581
"581",581,581,2068850,6.9,0,0,1,0,7,6.70745241011892,7
"582",582,582,2068863,6.9,0,0,1,0,6.90000009536743,6.81250005960464,6.90000009536743
"583",583,583,2069001,6.5,0,0.0454545454545455,0.954545454545455,0,6.5,6.45117645600263,6.20000002119276
"584",584,584,2069097,7.6,0,0,0.512820512820513,0.487179487179487,7.6,7.39696424262864,7.6
"585",585,585,2069125,5.6,0,0.0476190476190476,0.952380952380952,0,5.59999990463257,5.72857132412138,5.59999990463257
"586",586,586,2069245,3.8,0,0.919786096256685,0.0802139037433155,0,4.36666655540466,4.07621077356855,2.99999994039536
"587",587,587,2069313,4,0,0.5625,0.4375,0,4,4,4
"588",588,588,2069411,6.4,0,0.0185185185185185,0.962962962962963,0.0185185185185185,6.40000009536743,6.40000009536743,6.40000009536743
"589",589,589,2069455,7.2,0,0,1,0,7.19999980926514,7.19999980926514,7.19999980926514
"590",590,590,2069479,6.2,0,0,1,0,6.34999990463257,6.43131603187061,6.71363624659452
"591",591,591,2069520,5.8,0,0.0196078431372549,0.980392156862745,0,6.50000015894572,6.01372557829148,6.55333337783813
"592",592,592,2069526,4.5,0,0.48,0.52,0,5.93999996185303,5.31433331330617,4.5
"593",593,593,2069614,6.2,0,0,1,0,6.19999980926514,6.0197551114298,6.19999980926514
"594",594,594,2069641,5.5,0,0.166666666666667,0.833333333333333,0,4.84999990463257,5.46094900732852,4.83333333333333
"595",595,595,2069654,4.3,0,0.333333333333333,0.666666666666667,0,4.30000019073486,5.25000015894572,4.30000019073486
"597",597,597,2069979,8.2,0,0,0,1,8.19999980926514,8.19999980926514,8.19999980926514
"598",598,598,2069986,7.3,0,0,1,0,6.55000019073486,7.30000019073486,7.05000019073486
"599",599,599,2070043,6.8,0,0,1,0,6.80000019073486,6.80000019073486,6.80000019073486
"600",600,600,2070188,6.7,0,0,1,0,6.69999980926514,6.15827253825135,6.69999980926514
"601",601,601,2070214,2.3,0.769230769230769,0.205128205128205,0.0256410256410256,0,2.29999995231628,2.29999995231628,2.29999995231628
"602",602,602,2070316,8.7,0,0,0,1,8.69999980926514,8.41666650772095,8.69999980926514
"603",603,603,2070372,6.8,0,0,1,0,6.64629643713986,6.54054552425038,6.797436047823
"604",604,604,2070429,7.1,0,0,1,0,6.5,6.35406922678669,6.5
"605",605,605,2070613,3.3,0,0.523809523809524,0.476190476190476,0,3.96666661898295,4.76250007748604,3.99999988079071
"606",606,606,2070620,2.6,0,0.909090909090909,0.0909090909090909,0,2.5,3.40135576956802,2.71999991734823
"607",607,607,2070691,5.8,0,0.0454545454545455,0.954545454545455,0,5.53333330154419,6.04437509477139,5.44444449742635
"608",608,608,2070696,3.4,0,0.375,0.625,0,3.40000009536743,4.85083337598377,3.40000009536743
"609",609,609,2070697,6.3,0,0,1,0,6.30000019073486,6.375,7.15000009536743
"610",610,610,2071090,7.9,0,0.0119047619047619,0.666666666666667,0.321428571428571,7.12500011920929,6.95107716740935,7.15000001589457
"611",611,611,2071253,6.8,0,0,1,0,6.80000019073486,6.31050872245392,6.80000019073486
"612",612,612,2071293,6.7,0,0,1,0,6.69999980926514,6.71764025629612,6.69999980926514
"614",614,614,2071388,5,0,0.545454545454545,0.454545454545455,0,5,4.95714286395482,5
"615",615,615,2071440,6.2,0,0,1,0,6.96666669845581,6.19999980926514,6.96666669845581
"616",616,616,2071591,6.3,0,0,1,0,5.69999992847443,6.57857148136411,5.83333337306976
"617",617,617,2071598,5.9,0,0.015625,0.984375,0,6.36666663487752,6.4312290304092,6.34285715648106
"618",618,618,2071662,7.2,0,0.0285714285714286,0.942857142857143,0.0285714285714286,7.19999980926514,7.12222205268012,7.19999980926514
"619",619,619,2071742,5.3,0,0,1,0,5.30000019073486,5.41131327368996,5.26250008742015
"620",620,620,2071761,3.2,0,0.857142857142857,0.142857142857143,0,3.20000004768372,3.20000004768372,3.20000004768372
"621",621,621,2071895,5.7,0,0.0666666666666667,0.933333333333333,0,5.69999980926514,5.64318443834782,5.96666653951009
"622",622,622,2072018,5.1,0,0,1,0,5.09999990463257,5.09999990463257,5.09999990463257
"623",623,623,2072211,5.7,0,0.0714285714285714,0.928571428571429,0,5.80000003178914,5.74999992052714,5.06666664282481
"624",624,624,2072489,5.3,0,0.0588235294117647,0.941176470588235,0,5.57500004768372,5.38889365178101,5.21333347956339
"625",625,625,2072496,4.3,0,0.53125,0.46875,0,5.64999997615814,5.31819335390317,5.26166678269704
"626",626,626,2072498,4.4,0,0.636363636363636,0.363636363636364,0,5.62857151031494,5.39988264181015,5.58666677077611
"627",627,627,2072634,7.8,0,0,0.586206896551724,0.413793103448276,6.95000004768372,7.64107155799866,7.60000014305115
"628",628,628,2072735,7.1,0,0,1,0,7.09999990463257,6.6765217801799,6.96874995032946
"629",629,629,2072785,6.8,0,0,1,0,6.80000019073486,6.80000019073486,6.80000019073486
"630",630,630,2072817,5.8,0,0,1,0,5.80000019073486,5.80000019073486,5.80000019073486
"632",632,632,2072974,6,0,0,1,0,6.40000009536743,6,6.37777784135607
"633",633,633,2073283,8.4,0,0,0,1,8.39999961853027,8.38333304723104,8.39999961853027
"634",634,634,2073354,6.5,0,0,1,0,6.5,6.2287878484437,6.5
"635",635,635,2073404,6.6,0,0,1,0,6.70000004768372,6.61746030762082,6.70000004768372
"636",636,636,2073769,6.6,0,0,1,0,6.25,6.51010093785296,6.25
"637",637,637,2074193,5.2,0,0,1,0,5.19999980926514,5.19999980926514,5.19999980926514
"638",638,638,2074261,7.9,0,0,0.108433734939759,0.891566265060241,7.5,7.42738101595924,7.8318182555112
"639",639,639,2074356,7.3,0,0,0.939024390243902,0.0609756097560976,6.67500007152557,6.55050510339433,7.20833342605167
"640",640,640,2074716,5.7,0,0,1,0,5.26666657129924,5.93815470621699,5.75999994277954
"641",641,641,2074752,8,0,0,0.0714285714285714,0.928571428571429,8,7.40000001589457,8
"642",642,642,2074832,8.5,0,0,0.8125,0.1875,7.61666671435038,7.27702382519132,8.5
"643",643,643,2074989,3.9,0,0.344827586206897,0.655172413793103,0,3.90000009536743,4.35000006357829,3.90000009536743
"644",644,644,2075031,4.8,0,0.291666666666667,0.708333333333333,0,4.80000019073486,5.12123385115619,4.95000016689301
"645",645,645,2075076,5.5,0,0.0641025641025641,0.935897435897436,0,6.0142857006618,5.78996029615402,5.9
"646",646,646,2075152,6.3,0,0.111111111111111,0.888888888888889,0,6.30000019073486,5.95333344141642,6.30000019073486
"647",647,647,2075169,7.8,0,0,0.672955974842767,0.327044025157233,7.03999996185303,6.84680324592906,7.38863643732938
"648",648,648,2075247,6.7,0,0.0384615384615385,0.961538461538462,0,6.69999980926514,6.60416656070285,6.69999980926514
"649",649,649,2075272,8.6,0,0,0.659090909090909,0.340909090909091,8.60000038146973,6.94421093456504,6.80000007152557
"650",650,650,2075303,7.4,0,0,0.96078431372549,0.0392156862745098,7.11666671435038,6.88083711312076,7.31000008583069
"651",651,651,2075369,6.9,0,0.833333333333333,0.166666666666667,0,5.23333334922791,5.48333334922791,5.10000006357829
"652",652,652,2075408,7.2,0,0,0.983050847457627,0.0169491525423729,7.19999980926514,6.95114724925943,6.73333326975505
"653",653,653,2075480,6,0,0,1,0,5.41999998092651,5.87047618699452,5.79833334684372
"654",654,654,2075500,7,0,0,1,0,6.12380948520842,6.3232589531276,6.51428583690098
"655",655,655,2075501,6.4,0,0.0246913580246914,0.975308641975309,0,5.33333333333333,6.24831131612603,6.34821441343852
"656",656,656,2075535,7.6,0,0.025,0.725,0.25,7.59999990463257,6.54025756663719,6.36111104488373
"657",657,657,2075562,6.8,0,0.0172413793103448,0.982758620689655,0,6.75,6.26305164959696,6.61587305674477
"658",658,658,2075600,7.1,0,0,1,0,7.09999990463257,6.9869046778906,6.98666658401489
"659",659,659,2075670,5.4,0,0,1,0,5.40000009536743,6.10438596804937,5.95000004768372
"660",660,660,2075749,4.3,0,0.673469387755102,0.326530612244898,0,5.30000003178914,5.09346248105243,4.30000019073486
"661",661,661,2075763,6.3,0,0.0285714285714286,0.971428571428571,0,6,6.24264993741189,6.51428583690098
"662",662,662,2075820,5.1,0,0.0754716981132075,0.924528301886792,0,5.09999990463257,5.09999990463257,5.09999990463257
"663",663,663,2075950,8.1,0,0,0,1,8.10000038146973,8.10000038146973,8.10000038146973
"664",664,664,2075963,5.8,0,0,1,0,5.80000019073486,5.80000019073486,5.80000019073486
"665",665,665,2075985,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"666",666,666,2076041,5.6,0,0,1,0,7.03846157514132,5.96166659196218,6.48800003051758
"667",667,667,2076147,7.2,0,0,0.980582524271845,0.0194174757281553,7.41428576196943,6.71054407793088,7.625
"668",668,668,2076322,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"669",669,669,2076428,5.8,0,0,1,0,5.80000019073486,6.04586692269727,7.3
"670",670,670,2076592,7.3,0,0,1,0,7.30000019073486,7.30000019073486,7.30000019073486
"671",671,671,2076601,6.4,0,0,1,0,6.40000009536743,6.40000009536743,5.79999995231628
"672",672,672,2076663,6.1,0,0,1,0,6.09999990463257,6.09999990463257,6.09999990463257
"673",673,673,2076732,4.5,0,0.75,0.25,0,4.5,4.5,4.5
"674",674,674,2076929,6.6,0,0,1,0,5.73333326975505,6.24496970876264,6.66428565979004
"675",675,675,2076953,8.1,0,0,0.428571428571429,0.571428571428571,7.76666673024495,7.68367365817634,7.27142858505249
"676",676,676,2076995,5.1,0,0,1,0,5.09999990463257,6.34499996304512,5.10833323001862
"677",677,677,2077027,7.8,0,0,0.727272727272727,0.272727272727273,7.34000015258789,7.17957683024874,7.41666682561239
"678",678,678,2077230,8.3,0,0,0.133333333333333,0.866666666666667,7.80000019073486,7.68876210399545,8.05000019073486
"679",679,679,2077314,2.3,0.571428571428571,0.428571428571429,0,0,2.29999995231628,2.49829055508997,2.29999995231628
"680",680,680,2077357,5.8,0,0,1,0,5.80000019073486,5.80000019073486,5.80000019073486
"681",681,681,2077360,5.3,0,0.0645161290322581,0.935483870967742,0,5.30000019073486,5.35242441061771,5.30000019073486
"682",682,682,2077373,6.4,0,0,1,0,6.40000009536743,6.40000009536743,6.40000009536743
"683",683,683,2077395,6.2,0,0,1,0,6.19999980926514,6.15647607916877,6.33333317438761
"684",684,684,2077582,3.5,0,0.454545454545455,0.545454545454545,0,4.94285717606544,5.53330002260208,5.28571433680398
"685",685,685,2077673,4.4,0,0.50920245398773,0.49079754601227,0,5.37142862592425,4.79004337054826,4.95833343267441
"686",686,686,2077683,7.4,0,0.0333333333333333,0.966666666666667,0,6.50000015894572,6.7629741262573,7.40000009536743
"687",687,687,2077704,5,0,0.421052631578947,0.578947368421053,0,4.33333333333333,5.48824095596139,4.92499995231628
"688",688,688,2077748,7.9,0,0.0344827586206897,0.620689655172414,0.344827586206897,7.75,7.68437504768372,7.80000003178914
"689",689,689,2077783,5.1,0,0.05,0.95,0,5.89999997615814,5.80297614137332,5.82249995072683
"690",690,690,2077807,4.1,0,0.857142857142857,0.142857142857143,0,4.09999990463257,4.09999990463257,4.09999990463257
"691",691,691,2078024,6,0,0,1,0,6.74444447623359,6.22358023678815,6.2916667064031
"692",692,692,2078245,4.6,0,1,0,0,4.59999990463257,5.19351848849544,6.04444442476545
"693",693,693,2078259,6,0,0,1,0,5.56666660308838,5.69999992847443,5.95833333333333
"694",694,694,2078469,6.3,0,0.0357142857142857,0.964285714285714,0,6.56470587674309,6.53199092484448,6.30000019073486
"695",695,695,2078558,5.2,0,0,1,0,5.19999980926514,5.98571423121861,5.19999980926514
"696",696,696,2078610,6.9,0,0,1,0,6.24000015258789,6.31442995628677,6.86111116409302
"697",697,697,2078802,6.1,0,0.0344827586206897,0.96551724137931,0,6.09999990463257,5.99673195757897,6.09999990463257
"698",698,698,2078966,8.9,0,0,0.0526315789473684,0.947368421052632,8.89999961853027,8.89999961853027,8.89999961853027
"699",699,699,2079258,7.1,0,0,1,0,6.90000001589457,6.53662457647162,7.09999990463257
"700",700,700,2079571,4.6,0,0.125,0.875,0,4.95000004768372,4.81874995231628,5.12777778837416
"701",701,701,2079580,4.5,0,0.125,0.875,0,5.46000003814697,5.1849999666214,5.29958332677682
"703",703,703,2079628,5.8,0,0,1,0,5.80000019073486,6.16000018119812,5.80000019073486
"704",704,704,2079669,6.8,0,0,1,0,6.80000019073486,6.25,6.80000019073486
"705",705,705,2080705,6.7,0,0,1,0,6.37777789433797,6.4023248606862,6.21929404539221
"706",706,706,2080843,6,0,0,1,0,6,6.31666668256124,6
"707",707,707,2080994,6.1,0,0,1,0,5.93999996185303,6.35624998807907,6.199999888738
"708",708,708,2081234,6.4,0,0.0133333333333333,0.98,0.00666666666666667,6.74000005722046,6.11147451854887,6.68571434702192
"709",709,709,2081238,7.3,0,0.0181818181818182,0.963636363636364,0.0181818181818182,6.74000005722046,6.68133040401671,6.68571434702192
"710",710,710,2081273,4.8,0,0.833333333333333,0.166666666666667,0,4.80000019073486,4.80000019073486,4.80000019073486
"711",711,711,2081492,5.5,0,0.032258064516129,0.967741935483871,0,6.94000002543132,5.91798562560222,6.73333342870076
"712",712,712,2081587,4.7,0,0.451612903225806,0.548387096774194,0,4.69999980926514,4.63888870345222,4.69999980926514
"713",713,713,2081588,4.4,0,0.95,0.05,0,4.40000009536743,4.40000009536743,4.40000009536743
"714",714,714,2081627,7.3,0,0,1,0,7.30000019073486,7.30000019073486,7.30000019073486
"715",715,715,2081671,6.9,0,0,1,0,6.86666679382324,6.61142361975378,6.61250007152557
"716",716,716,2081971,5.6,0,0,1,0,5.59999990463257,5.98749995231628,5.59999990463257
"717",717,717,2082057,5.6,0,0,1,0,5.59999990463257,5.9274999833107,5.59999990463257
"718",718,718,2082410,6.7,0,0,1,0,6.69999980926514,6.65714267321995,6.64999985694885
"719",719,719,2082475,7.4,0,0,0.95,0.05,7.40000009536743,7.10000014305115,7.40000009536743
"720",720,720,2082897,5.9,0,0,1,0,6.5,6.34053926320971,6.10000006357829
"721",721,721,2082943,2.9,0,0.815789473684211,0.184210526315789,0,2.77500003576279,2.90000009536743,2.77500003576279
"722",722,722,2082969,5.6,0,0,1,0,5.59999990463257,5.59999990463257,5.59999990463257
"723",723,723,2082978,5.4,0,0.181818181818182,0.818181818181818,0,5.40000009536743,5.9444444709354,5.40000009536743
"724",724,724,2082984,5.6,0,0,1,0,6.19999992847443,5.52231931630794,6.15000001589457
"725",725,725,2083203,8,0,0,0,1,8,8,8
"726",726,726,2083210,7.1,0,0,1,0,6.71666665871938,6.44215681506138,6.3739130185998
"727",727,727,2083243,7.3,0,0,0.943181818181818,0.0568181818181818,7.17142861230033,6.87183282545193,6.8888889948527
"728",728,728,2083417,6.7,0,0.0212765957446809,0.978723404255319,0,6.78749993443489,6.60627854576162,6.5534631576373
"729",729,729,2083470,2.1,0.2,0.4,0.4,0,2.09999990463257,3.51680273482589,2.09999990463257
"730",730,730,2083498,6,0,0.0612244897959184,0.938775510204082,0,4.90000009536743,6.06972705018004,6.09968256571936
"731",731,731,2083504,3.8,0,1,0,0,3.79999995231628,3.79999995231628,3.79999995231628
"732",732,732,2083546,5.5,0,0.0857142857142857,0.914285714285714,0,5.5,5.5,5.5
"733",733,733,2083601,6.2,0,0.010989010989011,0.989010989010989,0,6.18750005960464,5.61221054038347,5.39999985694885
"734",734,734,2083676,5.1,0,0,1,0,5.09999990463257,5.92222210036384,5.79999995231628
"735",735,735,2083906,6.6,0,0,1,0,6.59999990463257,6.59999990463257,6.43999991416931
"736",736,736,2084015,7.7,0,0,0.102564102564103,0.897435897435897,7.69999980926514,7.31249984105428,7.69999980926514
"737",737,737,2084043,4.5,0,0.8,0.2,0,4.5,4.5,4.5
"738",738,738,2084155,8.4,0,0,0,1,8.39999961853027,8.39999961853027,8.39999961853027
"739",739,739,2084173,7.3,0,0,1,0,7.30000019073486,7.05000013113022,7.20000004768372
"740",740,740,2084272,3.8,0,0.8,0.2,0,4.29999995231628,5.22642856095518,4.4111110634274
"741",741,741,2084550,5.5,0,0.0188679245283019,0.981132075471698,0,5.7,5.59130820535844,5.97499996423721
"742",742,742,2084596,7.9,0,0,1,0,7.40000009536743,7.90000009536743,7.3166667620341
"743",743,743,2084647,4.8,0,0.3125,0.6875,0,5.12500011920929,5.43244456185235,5.45000004768372
"744",744,744,2084684,5.3,0,0,1,0,5.30000019073486,5.30000019073486,5.85000014305115
"745",745,745,2084697,7.2,0,0,0.952380952380952,0.0476190476190476,7.19999980926514,7.02729029938956,7.19999980926514
"746",746,746,2084947,6.7,0,0,1,0,6.24999992052714,6.46491578188542,6.52222220102946
"747",747,747,2084950,6.4,0,0,0.8,0.2,6.40000009536743,6.40000009536743,5.65000009536743
"748",748,748,2085033,6.4,0,0,1,0,5.40000001589457,6.57107843137255,6.82500000794729
"749",749,749,2085201,5.8,0,0,1,0,4.70000004768372,6.12281745515527,4.60000006357829
"750",750,750,2085248,5.8,0,0.0336134453781513,0.966386554621849,0,6.5,6.09150640551861,6.15000009536743
"751",751,751,2085417,6.3,0,0,1,0,6.70000004768372,6.31062290545035,6.55333340962728
"752",752,752,2085566,7.9,0,0,0.722222222222222,0.277777777777778,7.58000001907349,7.45000004768372,7.59333335558573
"753",753,753,2085655,6.3,0,0,1,0,6.30000019073486,6.46666685740153,6.58833346366882
"754",754,754,2085821,6.9,0,0,0.9875,0.0125,6.05833339691162,6.43277102358691,6.86666663487752
"755",755,755,2085958,6.5,0,0,1,0,6.75,6.2650000333786,6.44166668256124
"756",756,756,2085975,4.1,0,0.7,0.3,0,4.09999990463257,4.01904755546933,3.82499992847443
"757",757,757,2086018,6,0,0,1,0,6,5.97068481323837,6
"758",758,758,2086224,7.3,0,0,0.95,0.05,7.6,7.14875001907349,7.6
"759",759,759,2086229,5.2,0,0,1,0,5.19999980926514,5.64857131413051,4.84999990463257
"760",760,760,2086317,7.7,0,0,0.5,0.5,7.69999980926514,7.69999980926514,7.69999980926514
"761",761,761,2086353,5.4,0,0.0517241379310345,0.948275862068966,0,5.40000009536743,5.58333341280619,5.40000009536743
"762",762,762,2086540,5.8,0,0,1,0,5.80000019073486,6.02500017484029,5.80000019073486
"763",763,763,2086573,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.93333339691162
"764",764,764,2086683,3.7,0,0.933333333333333,0.0666666666666667,0,3.14000000953674,3.45000004768372,3.70000004768372
"765",765,765,2086774,6.6,0,0,1,0,7.29999995231628,6.65170073801621,7.22222216924032
"766",766,766,2086801,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"767",767,767,2086807,3.4,0,0.5,0.5,0,4.65000009536743,4.53134927673945,3.92000007629395
"768",768,768,2086853,5.7,0,0,1,0,5.69999980926514,5.92305547263887,5.96666653951009
"769",769,769,2086866,5.4,0,0.0568181818181818,0.943181818181818,0,5.125,5.1799999554952,5.35083338022232
"770",770,770,2086868,7.1,0,0,0.972972972972973,0.027027027027027,6.69999996821086,6.83666658401489,6.95000004768372
"771",771,771,2086950,6.1,0,0.0363636363636364,0.963636363636364,0,6.20000004768372,6.19166803887117,6.64285714285714
"773",773,773,2087002,6,0,0.109090909090909,0.890909090909091,0,5.25,6,6
"774",774,774,2087017,6.5,0,0,1,0,6.79999995231628,6.375,6.5
"775",775,775,2087082,6.3,0,0,1,0,6.30000019073486,5.550000111262,5.95000012715658
"776",776,776,2087091,5.8,0,0,1,0,5.80000019073486,5.80000019073486,6
"777",777,777,2087095,4.5,0,0.416666666666667,0.583333333333333,0,4.5,4.72500002384186,4.5
"778",778,778,2087193,7.3,0,0,1,0,7.45000004768372,6.83647970642362,7.30000019073486
"779",779,779,2087200,6.6,0,0,1,0,6.69999992847443,6.60481478196603,6.17499996026357
"780",780,780,2087343,3.8,0,0.928571428571429,0.0714285714285714,0,3.40000001589457,3.59999998410543,3.57499998807907
"781",781,781,2087382,6.8,0,0.00980392156862745,0.990196078431373,0,6.72222224871318,6.70699085235389,6.83375003933907
"782",782,782,2087406,6.3,0,0.0476190476190476,0.952380952380952,0,6.30000019073486,6.30000019073486,6.30000019073486
"783",783,783,2087532,6.4,0,0,1,0,7.15263159651505,6.71805043004527,7.03750001192093
"784",784,784,2087580,8.2,0,0,0.222222222222222,0.777777777777778,8.19999980926514,8.19999980926514,8.19999980926514
"785",785,785,2087591,4.8,0,0.4,0.6,0,5.86666679382324,4.39575144237942,5.33333349227905
"786",786,786,2087606,6.1,0,0,1,0,6.5,6.12307688109895,6.3833332657814
"787",787,787,2087665,8.9,0,0,0.142857142857143,0.857142857142857,8.89999961853027,8.89999961853027,8.89999961853027
"788",788,788,2087675,7.4,0,0,1,0,7.40000009536743,7.40000009536743,7.40000009536743
"789",789,789,2087682,7.3,0,0,0.916666666666667,0.0833333333333333,7.30000019073486,7.10833338896433,7.30000019073486
"790",790,790,2087721,7.5,0,0,1,0,7.21999998092651,6.96666669845581,7.40999994277954
"791",791,791,2087760,6.3,0,0,1,0,6.30000019073486,6.2937501569589,6.3166667620341
"792",792,792,2087814,4,0,0.75,0.25,0,4,4,4
"793",793,793,2087819,7.1,0,0,1,0,7.04999995231628,6.99166662163205,6.66279071985289
"794",794,794,2087859,5.3,0,0,1,0,5.30000019073486,6.45000004768372,5.30000019073486
"795",795,795,2087962,7.1,0,0,1,0,7.09999990463257,7.09999990463257,7.09999990463257
"796",796,796,2087970,6.4,0,0,1,0,6.65000009536743,6.49629633414052,6.65000009536743
"797",797,797,2087979,2.6,0,0.642857142857143,0.357142857142857,0,3.45000004768372,3.39599992354711,3.92499995231628
"798",798,798,2087999,4.9,0,0,1,0,4.90000009536743,4.90000009536743,4.90000009536743
"799",799,799,2088029,3.5,0,0.892857142857143,0.107142857142857,0,4.25,3.5,3.875
"800",800,800,2088093,6.8,0,0,1,0,6.80000019073486,6.80000019073486,6.80000019073486
"801",801,801,2088160,5.6,0,0.0555555555555556,0.944444444444444,0,5.59999990463257,5.85333325068156,5.59999990463257
"802",802,802,2088245,5.8,0,0.0625,0.9375,0,5.875,5.37800007820129,5.80000019073486
"803",803,803,2088362,8.5,0,0,0.541666666666667,0.458333333333333,6.88181818615307,6.93078883334156,7.24227272844391
"804",804,804,2088402,7.8,0,0,0.3,0.7,7.76666657129924,7.29516348558314,7.550000111262
"805",805,805,2088447,5.1,0,0.166666666666667,0.833333333333333,0,5.09999990463257,5.09999990463257,6.03333330154419
"806",806,806,2088466,7.6,0,0,0.756410256410256,0.243589743589744,6.78749993443489,6.71289964180414,7.2593749165535
"807",807,807,2088589,6.8,0,0,1,0,6.80000019073486,5.25500011444092,6.30000019073486
"808",808,808,2088684,5.1,0,0.0689655172413793,0.931034482758621,0,5.09999990463257,5.09999990463257,5.09999990463257
"809",809,809,2088709,7.4,0,0.0833333333333333,0.916666666666667,0,7.40000009536743,7.40000009536743,7.40000009536743
"810",810,810,2088773,5.8,0,0,1,0,5.80000019073486,6.02373018113394,5.95000016689301
"811",811,811,2088805,6.7,0,0,1,0,6.69999980926514,6.51666649182638,6.76666657129923
"812",812,812,2088995,5,0,0.578125,0.421875,0,5,5,5
"813",813,813,2089109,8,0,0,0,1,8,8,8
"814",814,814,2089168,6,0,0.0652173913043478,0.934782608695652,0,6,5.51201298523259,6
"815",815,815,2089195,5.3,0,0.111111111111111,0.888888888888889,0,4.20000004768372,5.41666682561239,4.81111123826769
"816",816,816,2089269,6.1,0,0,1,0,6.09999990463257,6.20555549197727,6.09999990463257
"817",817,817,2089292,7.6,0,0,0.5,0.5,7.39999985694885,7.39999985694885,7.39999985694885
"818",818,818,2089319,6.7,0,0,0.962962962962963,0.037037037037037,7.24999994039536,6.67596803480016,6.56329783987492
"819",819,819,2089426,6.9,0,0,1,0,6.90000009536743,6.88571436064584,6.90000009536743
"820",820,820,2089455,5.2,0,0.037037037037037,0.962962962962963,0,5.94999980926514,5.89166671037674,5.49444434377882
"821",821,821,2089623,6.9,0,0,1,0,6.90000009536743,6.95416676998138,6.90000009536743
"822",822,822,2089632,7.1,0,0,1,0,6.75,6.54583332935969,6.92499995231628
"823",823,823,2089857,3.8,0,0.6,0.4,0,4.59999998410543,5.4759034792209,3.79999995231628
"824",824,824,2089895,6.8,0,0,1,0,6.85000002384186,6.98750004172325,6.7091668009758
"825",825,825,2089969,5.3,0,0,1,0,5.75,5.99166671435038,5.75
"826",826,826,2090094,3.1,0,0.956521739130435,0.0434782608695652,0,3.09999990463257,3.69999996821086,3.09999990463257
"827",827,827,2090100,7.4,0,0,0.875,0.125,7.40000009536743,7.17083342870077,7.40000009536743
"828",828,828,2090128,6.6,0,0,1,0,6.59999990463257,6.41574067981155,5.84999990463257
"829",829,829,2090216,5.9,0,0,1,0,5.90000009536743,6.0375000834465,5.90000009536743
"830",830,830,2090332,5.2,0,0,1,0,5.19999980926514,5.19999980926514,5.19999980926514
"831",831,831,2090345,6,0,0,1,0,6,6,6
"832",832,832,2090427,3.9,0,0.846153846153846,0.153846153846154,0,5.14166669050852,5.14839180049143,3.90000009536743
